id,name,brewery_type
6566,Perrylodgic Brewing Company,micro
6567,Pretentious Beer Co,micro
6568,Printshop Beer Co,micro
6569,Red Silo Brewing Co,micro
6570,Rock Bottom Brewery - Nashville,brewpub
6571,"Rohrer Brewing Company, LLC",planning
6572,Schulz Brau Brewing Company,micro
6573,Sleepy Owl Brewery,micro
6574,Smith & Lentz Brewing,micro
6575,Smoky Mountain Brewery (#1),brewpub
6576,Smoky Mountain Brewery (#2) - Gatlinburg,brewpub
6577,Smoky Mountain Brewery (#3) - Pigeon Forge,brewpub
6578,Smoky Mountain Brewery (#4) - Turkey Creek,brewpub
6579,Southern Grist Brewing Company,micro
6580,Strawberry Alley Ale Works,brewpub
6581,Tailgate Brewery,brewpub
6582,TailGate Brewery Music Row,brewpub
6583,Tennessee Brew Works,micro
6584,Tennessee Valley Brewing Company,micro
6585,"Terminal Brewhouse, The",brewpub
6586,The Black Abbey Brewing Company,micro
6587,The Star Spangled Brewing Co.,micro
6588,Trace Brewing,planning
6589,Turtle Anarchy Brewing Co,micro
6590,Underbite Brewing,planning
6591,VonSeitz TheoreticAles,micro
6592,WanderLinger Brewing Co,planning
6593,Wiseacre Brewing Co,regional
6594,Yazoo Brewing Co,regional
6595,"Yee-Haw Brewing, LLC.",micro
6596,(512) Brewing Co,micro
6597,11 Below Brewing Company,micro
6598,28th State Brewing,planning
6599,3 Nations Brewing,micro
6600,4th Tap Brewing Cooperative,micro
6601,5 Stones Artisan Brewery,micro
6602,5th Element Brewing,planning
6603,5x5 Brewing Co.,planning
6604,8th Wonder Brewery,micro
6605,903 Brewers,micro
6606,Acopon Brewing Co,micro
6607,Adelbert's Brewery LLC,micro
6608,Alamo Beer Co,micro
6609,"Alcazar Brewery, LLC.",planning
6610,Altmeyer and Lewis Brewing Company,micro
6611,Altstadt Brewery,micro
6612,"Angelina Brewing Company, LLC.",planning
6613,Anheuser-Busch Inc â Houston,large
6614,Anvil Brewing,brewpub
6615,Aquabrew,brewpub
6616,"Aransas Pass Brewing Company, LLC",planning
6617,Armadillo Ale Works,micro
6618,Athens Brewing Co,brewpub
6619,Austin Beerworks,regional
6620,B and J's Handcrafted Texas Ales,micro
6621,B-52 Brewing,micro
6622,Baa Baa Brewhouse,micro
6623,Back Pew Brewing,micro
6624,BackStory Brewery,planning
6625,"Baileson Brewing Company, LLC",micro
6626,BAKFISH Brewing Company,micro
6627,"Bandera Ale Project, LLC",micro
6628,Bankhead Brewing Company,brewpub
6629,Bar D Brew House,brewpub
6630,Bare Arms Brewing,micro
6631,Barking Armadillo Brewing,planning
6632,Barrel Assembly,planning
6633,Barrow Brewing Company,micro
6634,Basement Brewers of Texas,micro
6635,Batch Craft Beer and Kolaches,planning
6636,BattleHops Brewing,planning
6637,B-CS  Zoigl Brewery,micro
6638,Bearded Fox Brewing Co.,micro
6639,Beerfoot Beach Bar,micro
6640,Big Bend Brewing Co,micro
6641,"Big River Brewery, LLC",micro
6642,Big Texan Brewery,brewpub
6643,Bitter Sisters Brewing Company,micro
6644,BJ's Brewhouse,regional
6645,Black Star Co-op,brewpub
6646,Blackwater Draw Brewing Company,brewpub
6647,Blazing Tree Brewery,micro
6648,Blue Owl Brewing,micro
6649,Blue Star Brewing Co,brewpub
6650,Bluebonnet Beer Co,micro
6651,"Bnaf, LLC",planning
6652,Boerne Brewery,micro
6653,Braindead Brewing,brewpub
6654,Branchline Brewing Company,contract
6655,Brash,micro
6656,Brazos Valley Brewing Company,micro
6657,Brewery In Planning - Austin,planning
6658,Brewery in Planning - austin,planning
6659,Brewery In Planning - Austin,planning
6660,Brewery in Planning - Austin,planning
6661,"Brewery in Planning - Austin, TX",planning
6662,"Brewery in Planning - Big Spring, TX",planning
6663,Brewery In Planning - College Station,planning
6664,Brewery in Planning - Cypress,planning
6665,Brewery in Planning - Dallas,planning
6666,Brewery In Planning - Fort Worth,planning
6667,"Brewery in Planning - Fulshear, TX",planning
6668,Brewery in Planning - Grapevine,planning
6669,Brewery in Planning - Houston,planning
6670,Brewery in Planning - Katy,planning
6671,Brewery In Planning - Lucas,planning
6672,"Brewery in Planning - MIDLOTHIAN, TX",planning
6673,Brewery in Planning - Plano,planning
6674,"Brewery In Planning - Somerville, MA",planning
6675,Brewery in Planning - Washington,planning
6676,Brewery In Planning- Houston,planning
6677,"Brewery In Planning- Mc Kinney, TX.",planning
6678,"Brewery In Planning- Plano, TX.",planning
6679,Brews Brothers,brewpub
6680,Brick Oven Pizza Co/ Brick & Forge Brewing,brewpub
6681,Brick Vault Brewery & BBQ,brewpub
6682,Brigadoon Brewery & Brew School,micro
6683,Brotherwell Brewing,micro
6684,BS Brewing,micro
6685,Buffalo Bayou Brewing Co,micro
6686,Bull Creek Brewing Company,proprietor
6687,Busted Sandal Brewing Company,micro
6688,Cactus Land Brewing Company,micro
6689,Caracara Brewing Company,micro
6690,Cedar Creek Brewery,brewpub
6691,Celis Brewery,micro
6692,Cellarman's Pub & Brewery,brewpub
6693,Central Machine Brewing,planning
6694,Chimera Brewing Company,brewpub
6695,Cibolo Creek Brewing Co.,brewpub
6696,Circle Brewing Company,micro
6697,City Acre Brewing Co,brewpub
6698,Coastal Bend Brewing,planning
6699,Community Beer Co,regional
6700,Compadre Brewing,planning
6701,Copperhead Brewery,micro
6702,Cowtown Brewing Company,planning
6703,Cycler's Brewing,micro
6704,Cypress Creek Southern Ales,micro
6705,Dauntless Brewing Company,planning
6706,Deadbeach Brewery,brewpub
6707,"Deanitude Brewing Company, LLC",planning
6708,Deep Ellum Brewing Co,regional
6709,Denton County Brewing Company,micro
6710,Destination Brewing Company,contract
6711,Devil and the Deep,micro
6712,Dirty Job Brewing,micro
6713,Division Brewing,micro
6714,Dodging Duck Brewhaus,brewpub
6715,Dorcol Distilling and Brewing CO,micro
6716,Double Horn Brewing Co,brewpub
6717,Draught House Pub and Brewery,micro
6718,El Paso Brewing Company,micro
6719,Ember Brewing Company,planning
6720,Eola School Restaurant,brewpub
6721,ETX Brewing Co.,micro
6722,Eureka Heights Brewing Company,micro
6723,Family Business Beer Company,micro
6724,Faust Hotel Restaurant and Brew Pub,micro
6725,Fetching Lab Brewing Co.,micro
6726,Flix Brewhouse,micro
6727,Flix Brewhouse - Frisco/Little Elm,micro
6728,Flying Man Brewing Company,micro
6729,Flying Rhino Brewing Company,planning
6730,Fort Brewery and Pizza,brewpub
6731,Four Bullets Brewery,micro
6732,Four Corners Brewing Co,micro
6733,Four Corners Brewing Co,micro
6734,Franconia Brewing Co,micro
6735,Fredericksburg Brewing Co,brewpub
6736,"Fredonia Brewery, LLC",micro
6737,Freetail Brewing Co,micro
6738,Freetail Brewing Co - Brewpub,brewpub
6739,Friends and Allies Brewing Company,micro
6740,Frisky Brewing Company,planning
6741,Frontyard Brewing,micro
6742,Fulbrook Ale Works,micro
6743,Galactic Coast Brewing,micro
6744,"Galveston Bay Beer Company, Inc.",micro
6745,Galveston Island Brewing,micro
6746,Goliad Brewing Company,micro
6747,Good Neighbor Brews,micro
6748,Gordon Biersch Brewery Restaurant - Plano,brewpub
6749,Gordon Street Tavern,brewpub
6750,Grain Theory Brewing Company,planning
6751,Granary 'Cue and Brew,brewpub
6752,Granger City Brewing Company,brewpub
6753,Great Heights Brewing Company,micro
6754,Guadalupe Brewery,micro
6755,Happy Hippie Brewing Company,planning
6756,Harvest Seasonal Kitchen,brewpub
6757,Hell or High Water Brewing,planning
6758,Hemisphere Brewing Co,micro
6759,Hi Sign Brewing,micro
6760,Hold Out Brewing,planning
6761,Holler Brewing Company,micro
6762,Hop And Sting Brewing Company,micro
6763,Hopfusion Ale Works,micro
6764,Hopped And Brewed,planning
6765,Hops & Grain Brewing,micro
6766,"Horny Toad Brewing Co, LLC",micro
6767,"Huff Brewing Company, LLC",micro
6768,Hullabaloo Diner,brewpub
6769,Humperdinks - Arlington,brewpub
6770,Humperdinks - Dallas (Greenville),brewpub
6771,Humperdinks Restaurant,brewpub
6772,Idle Vine Brewing Company,micro
6773,Independence Brewing,regional
6774,Industry Brewery,planning
6775,Infamous Brewing,micro
6776,Ingenious Brewing Company,micro
6777,"Intervention Brewing Company, LLC",planning
6778,Intrinsic Brewing,brewpub
6779,Ivanhoe Aleworks,micro
6780,Jester King Brewery,micro
6781,Karbach Brewing Co,large
6782,Kastaway Brewing Co,planning
6783,Kinematic Brewing Company,micro
6784,Klaus Brewing Company,planning
6785,KÃ¼nstler Brewing,brewpub
6786,La Funke Brewing,planning
6787,Lake Austin Ales,micro
6788,Lakewood Brewing Co,micro
6789,Landon Winery,micro
6790,Last Stand Brewing Company,micro
6791,Lazarus Brewing Company,brewpub
6792,Lazy Beach Brewing,micro
6793,Lazy Tree Ranch Brewing,micro
6794,Legal Draft Beer Company,micro
6795,Live Oak Brewing Co,regional
6796,"Local Group Brewing Company, LLC.",planning
6797,Lone Pint Brewery,micro
6798,Long Wooden Spoon Brewing,micro
6799,Longtab Brewing Company LLC,planning
6800,Lorelei Brewing Co,micro
6801,Mad Pecker Brewing,brewpub
6802,Malai Fort Worth,brewpub
6803,Mallory Brewing,planning
6804,Maple Branch Craft Brewery,planning
6805,Martin House Brewing Company,micro
6806,Middleton Brewing (MBTX),micro
6807,MillerCoors Brewing Co - Fort Worth,large
6808,Moon Tower Sudworks,brewpub
6809,"Nacogdoches Brewing Company, Inc.",planning
6810,Neches Brewing Company,brewpub
6811,New Braunfels Brewing,micro
6812,New Republic Brewing,micro
6813,Nine Band Brewing Co.,micro
6814,NLand Brewing Company,micro
6815,No Label Brewing Co,micro
6816,Noble Rey Brewing Company,micro
6817,Nomadic Beerworks,planning
6818,North By Northwest Restaurant and Brewery - North Capital,brewpub
6819,North By Northwest Restaurant and Brewery - Slaughter,brewpub
6820,Oak Cliff Brewing Co,planning
6821,Oak Highlands Brewery,micro
6822,Oasis Texas Brewing Company,micro
6823,Oddwood Ales,brewpub
6824,Ode Brewing Co.,brewpub
6825,Oil Horse Brewing Company,micro
6826,Ol' Shed Brewing Company,planning
6827,Old Town Brewhouse,micro
6828,On Rotation Brewery,micro
6829,O'Neil & Sons Brewing Company,micro
6830,Orf Brewing,micro
6831,Oskar Blues Brewery,micro
6832,Padre Island Brewing Co,brewpub
6833,Panther Island Brewing Company,micro
6834,Pappy Slokum Brewing Co.,micro
6835,Pecan Street Brewing Co,brewpub
6836,Pegasus City Brewery,micro
6837,Peticolas Brewing Co,micro
6838,Pint,brewpub
6839,Pinthouse Pizza North,brewpub
6840,Pinthouse Pizza Round Rock,planning
6841,Pinthouse Pizza South,brewpub
6842,Platypus Brewing,brewpub
6843,Pondaseta Brewing Co.,planning
6844,Rabbit Hole Brewing,micro
6845,Rabble-Rouser Brewing Company,micro
6846,Rahr and Sons Brewing Co,regional
6847,Railport Brewing Company,micro
6848,Railroad Seafood Station & Brewing Co.,brewpub
6849,Ranger Creek Brewery,micro
6850,Real Ale Brewing Co,regional
6851,Rebel Toad Brewing Co,micro
6852,Red Gap Brewing,micro
6853,Red Horn Brewing Co.,brewpub
6854,Rentsch Brewery,micro
6855,Resignation Brewery,contract
6856,Revolver Brewing,large
6857,Roadmap Brewing Co,planning
6858,Rosehill Brewing Co.,planning
6859,Rough Diamond Brewery,micro
6860,Ruba Brewing,micro
6861,Ruggedman Brewing Company,micro
6862,Running Walker Brewery & Braman Winery,micro
6863,Saint Arnold Brewing Co,regional
6864,Saloon Door Brewing Co,brewpub
6865,San Gabriel River Brewery Inc,micro
6866,San Jacinto Brewing Company,planning
6867,Save the World Brewing Co,micro
6868,Sean Patrick's Pub,planning
6869,Seguin Brewing Company,micro
6870,Shade Tree Saloon & Grill,brewpub
6871,"Shannon Brewing Company, LLC",micro
6872,Sigma Brewing Company,micro
6873,Siren Rock Brewing Company,planning
6874,Six Car Pub,planning
6875,Skull Mechanix Brewing,micro
6876,Slantways Brewing Company,planning
6877,Small Brewpub,brewpub
6878,Sockdolager Brewing Company,micro
6879,Solid Rock Brewing,micro
6880,South Austin Brewery,micro
6881,Southerleigh Brewing,brewpub
6882,Southern Heights Brewing Co LLC,micro
6883,Southern Star Brewing,micro
6884,Southern Yankee Beer Company,planning
6885,Spindletap Brewery,micro
6886,Spoetzl Brewery,regional
6887,SportsBreweries,contract
6888,St. Elmo Brewing Company,micro
6889,Stache Rabbit Brewing Company,planning
6890,Stained Glass Beerworks,planning
6891,Steam Theory Brewing Co,planning
6892,Stesti Brewing Company,micro
6893,Stoic Brewing,contract
6894,Strange Land Brewery,micro
6895,Suds Monkey Brewing,micro
6896,Sun Brewing Co.,brewpub
6897,Tall City Brewing Co.,planning
6898,Texas Ale Project,micro
6899,Texas Beer Company,micro
6900,Texas Beer Company,micro
6901,Texas Beer Refinery,micro
6902,Texas Leaguer Brewing Company,micro
6903,The Austin Beer Garden Brewing Co,brewpub
6904,The Blue Onion Brewpub,brewpub
6905,The Brewer's Table,planning
6906,The Brewery LBK,brewpub
6907,The Brewtorium,brewpub
6908,The Collective Brewing Project,micro
6909,The Humble Pint,planning
6910,The Malai Kitchen,brewpub
6911,The Manhattan Project Beer Company,micro
6912,The Phoenix On Westheimer,brewpub
6913,The Plains Brewing Company,micro
6914,The Root Cellar,brewpub
6915,The SoCo Taphouse,brewpub
6916,Thirsty Bro Brewing,micro
6917,Thirsty Planet Brewing Co,micro
6918,Thousand Oaks Brewing Co.,micro
6919,"Three Empires Brewing Company, LLC",planning
6920,TKO Libations,micro
6921,"Town In City Brewing Co, LLC",micro
6922,"Tree Farm Brewing Company, LLC",contract
6923,Triple J Chophouse and Brew Co,brewpub
6924,True Anomaly Brewing,planning
6925,True Vine Brewing Company,micro
6926,Tupps Brewery,micro
6927,"Turning Point Beer, LLC",micro
6928,"Tusculum Holdings, LLC",planning
6929,Twin Peaks Brewery,micro
6930,TWIN SISTERS,planning
6931,Twisted X Brewing Co,micro
6932,Two Docs Brewing Co.,planning
6933,Two Knights Brewing,planning
6934,Two Rows Restaurant and Brewery - Allen,contract
6935,Two Wheel Brewing Company,micro
6936,Uncle Billy's Brewery,micro
6937,Uncle Buck's Brewery And Steakhouse,brewpub
6938,Under The Radar Brewery,micro
6939,Union Bear Brewing Co.,brewpub
6940,Unlawful Assembly Brewing Company,brewpub
6941,Vallensons Brewing Co.,micro
6942,Vector Brewing,planning
6943,Vista Brewing,brewpub
6944,Weathered Souls Brewing Co.,brewpub
6945,Weilbacher Brewery,planning
6946,Westlake Brewing Company,planning
6947,White Rock Alehouse & Brewery,brewpub
6948,Whitestone Brewery,micro
6949,Whitis AleWorks,planning
6950,Whole Foods Market Brewing Company,micro
6951,Wichita Falls Brewing Co.,micro
6952,Wicked Boxer Brewing,brewpub
6953,Wild Acre Brewing Company,micro
6954,"Wild Bunch Brewing Co, LLC",brewpub
6955,Wimberley Brewing Co & Brewsters Pizza,brewpub
6956,Woodcreek Brewing Company,micro
6957,Yaxx Brewing Company,planning
6958,Zero One Ale House,brewpub
6959,Zilker Brewing Co,micro
6960,2 Row Brewing,micro
6961,Blue Zone Brewing Co.,planning
6962,Bohemian Brewery and Grill,micro
6963,Bonneville Brewery,micro
6964,Branagan's Brewery LLC,planning
6965,Brewery In Planning - Draper,planning
6966,Brewery in Planning - Salt Lake City,planning
6967,Desert Edge Brewery,brewpub
6968,Eddie McStiffs Brewing Co c/o Eddie Snyder,contract
6969,"Epic Brewing Co., LLC",regional
6970,"Epic Brewing Co., LLC",brewpub
6971,Fisher Brewing Company,micro
6972,Grid City Beer Works,planning
6973,Hop N' Keg Brewery / The Quarry Steakhouse and Brewpub,brewpub
6974,Hoppers Grill and Brewing Co,brewpub
6975,Kiitos Brewing,micro
6976,Mine Shaft Brewing,planning
6977,Moab Brewery,micro
6978,Ogden River Brewing,planning
6979,Park City Brewery,micro
6980,Pinnacle Brewing Co/Groggs,contract
6981,Policy Kings Brewery LLC,planning
6982,Proper Brewing Co,micro
6983,Red Rock Brewing Co,brewpub
6984,Red Rock Brewing Co - Production,micro
6985,RoHa Brewing Project,micro
6986,Roosters Brewing Co  (#1),micro
6987,Roosters Brewing Co (#2),micro
6988,Ruby River Steak House and Brewery,brewpub
6989,Salt Flats Brewery,micro
6990,Salt Lake Brewing Co/ Squatters Pub Brewery,micro
6991,SaltFire Brewing Co.,micro
6992,Shades of Pale Brewery,micro
6993,Strap Tank Brewing Co.,brewpub
6994,T.F. Brewing Co,planning
6995,Talisman Brewing Company,micro
6996,Toasted Barrel Brewery,planning
6997,Uinta Brewing Co,regional
6998,Utah Brewers Cooperative,regional
6999,UTOG Brewing Company,planning
7000,Vernal Brewing Company,micro
7001,Wasatch Brew Pub - Park City,micro
7002,Wasatch Brew Pub - Sugarhouse,brewpub
7003,Zion Canyon Brewing Co,brewpub
7004,14th Star Brewing,micro
7005,1st Republic Brewing Co,micro
7006,Alchemist Cannery,regional
7007,Backacre Beermakers,micro
7008,Beer Naked Brewery,brewpub
7009,Bent Hill Brewery,micro
7010,Bobcat Brewery & Cafe,brewpub
7011,Brewery In Planning - Waterbury,planning
7012,Brewery in Planning - Wayland,planning
7013,Brewster River Pub & Brewery,brewpub
7014,Brocklebank Craft Brewing,micro
7015,Burlington Beer Company,micro
7016,Drop In Brewing,micro
7017,Farm Road Brewery,planning
7018,Farnham Ale & Lager,micro
7019,Fiddlehead Brewing,regional
7020,Foam Brewers,micro
7021,Foley Brothers Brewing Co.,micro
7022,Four Quarters Brewing Co,micro
7023,Foy Enterprises LLC DBA Dog River Brewery,micro
7024,Frost Beer Works,micro
7025,Good Measure Brewing Co,micro
7026,GoodWater Brewery,micro
7027,Halyard Brewing Company,micro
7028,Harpoon Brewery - Vermont,regional
7029,"Hermit Thrush Brewery, LLC",micro
7030,Hill Farmstead Brewery,micro
7031,Hogback Mountain Brewery,micro
7032,Hop'n Moose Brewing Company,brewpub
7033,Idletyme Brewing Company,brewpub
7034,J'ville Brewery,micro
7035,Kickback Brewery,micro
7036,Kingdom Brewing,micro
7037,Lawson's Finest Liquids,micro
7038,Long Trail Brewing Co,regional
7039,Lost Nation Brewing,brewpub
7040,"Madison Brewing Co, Pub and Restaurant",brewpub
7041,Magic Hat Brewing Co/ North American Breweries,regional
7042,McNeills Brewery,brewpub
7043,Mill River Brewing BBQ & Smokehouse,brewpub
7044,Next Trick Brewing LLC,brewpub
7045,"Northshire Brewery, Inc",micro
7046,Otter Creek Brewing Co,regional
7047,"Outer Limits Brewing, LLC",planning
7048,Prohibition Pig,brewpub
7049,"Queen City Brewery, LLC",micro
7050,Red Barn Brewing,micro
7051,River Roost Brewery,micro
7052,Rock Art Brewery,micro
7053,Saint J Brewery,brewpub
7054,Simple Roots Brewing Co,micro
7055,Stone Corral Brewery,micro
7056,Switchback Brewing Co,regional
7057,Ten Bends Beer,micro
7058,The Norwich Inn - Jasper Murdock's Alehouse,brewpub
7059,Trout River Brewing Co,micro
7060,Upper Pass Beer Co,micro
7061,Vermont Pub and Brewery,brewpub
7062,Von Trapp Brewing,micro
7063,Whetstone Craft Beers @ Whetstone Station,brewpub
7064,Zero Gravity Craft Brewery,brewpub
7065,Zero Gravity Craft Brewery,micro
7066,1781 Brewing Company,micro
7067,2 Silos Brewing Company,micro
7068,2 Witches Winery and Brewing Company,micro
7069,"6 Bears & A Goat Brewing Company, LLC",brewpub
7070,Adroit Theory Brewing Company,micro
7071,Adventure Brewing Co,micro
7072,Adventure South,brewpub
7073,Alesatian Brewing Co.,brewpub
7074,Alewerks Brewing Company,micro
7075,Ammo Brewing,micro
7076,Anheuser-Busch Inc â Williamsburg,large
7077,Apocalypse Ale Works,micro
7078,Ardent Craft Ales,micro
7079,Aslin Beer Company,micro
7080,Audacious Aleworks,micro
7081,B Chord Brewing Company,micro
7082,Back Bay Brewing Company,micro
7083,Backroom Brewery,brewpub
7084,BadWolf Brewing Company,micro
